review,ord,ord_group
늦발 직선 탄력 끝걸음 보여줌,5,0
선행 경주주도 직선 추격 허용 3착,3,0
선입 경주전개 직선 탄력 유지 우승,1,1
초반 선두 추격 경주내내 역전 실패,2,1
시종 중간후미 직선 무뎌져 최하위,11,0
중위권 경주전개 직선주루 덜미 밀림,7,0
시종 중간후미 직선 추입 4착 기록,4,0
선행 경주주도나 직선 추격 허용 처짐,6,0
중간후미 유지 직선 덜미잡혀 밀려남,8,0
중위권 최선전개 직선 걸음 무뎌짐,8,0
선입 최선전개 직선 덜미 4착에 머뭄,4,0
늦발 직선 탄력 끝걸음을 보임,6,0
시종 후미에 직선 추입력 보이며 3착,3,0
중위권 유지 직선 추격 허용하며 처짐,9,0
중위권 최선전개 직선 추격 허용 처짐,9,0
중위권 경주전개 직선 탄력 신승,1,1
중위권 유지 직선 추입 3착기록,3,0
선행 강공 직선 걸음 무뎌지며 처짐,7,0
4c이후 밀렸으나 직선 막판 조금 나섬,5,0
선입 최선전개 직선 탄력 2착 선전,2,1
선행 경주주도 직선 탄력 유지 우승,1,1
시종 후미 직선 최하위,11,0
선행 경주주도 경주막판 덜미 3착,3,0
중위권 경주전개 직선 탄력유지 5착,5,0
출발부터 밀렸고 직선 추격 허용,9,0
시종 후미에 직선 끝걸음은 양호,9,0
중위권 최선 전개 직선 추격 허용 처짐,9,0
출발 밀렸고 걸음 무뎌져 최하위,11,0
선행 경주주도 직선 격차 벌이며 여유,1,1
시종 후미 경주내내 후미,10,0
밀며 중위권 직선 추격 허용 처짐,8,0
밀며 선입 전개 추격 허용해 3착 머뭄,3,0
밀며 중위권 직선 추격 허용해 밀림,7,0
선입 최선 펼쳤지만 직선 덜미 3착,3,0
2c이후 밀리고 직선 덜미,7,0
밀며 선입전개 직선 탄력 2착선전,2,1
시종 후미 직선 탄력 추입 5착,5,0
폐출혈 1회 정지 1개월 및 주행재검,10,0
시종 후미 경주내내 후미,11,0
시종 중간후미 직선 탄력 역전실패,2,1
중반후 격차좁히나 걸음 무뎌짐,8,0
시종 중간후미 직선 큰변화는 아님,6,0
시종 중간후미 직선 걸음 무뎌짐,10,0
시종 중간후미 유지 직선 걸음 밀려남,9,0
중반 격차좁히나 직선 추격 허용 밀려남,6,0
중간후미 직선 탄력 추입 역전엔 실패,4,0
선입 최선전개 직선주로 걸음 무뎌짐,7,0
선행 경주주도 직선 덜미잡혀 3착,3,0
중간후미 직선 추입 역전 실패함,4,0
선입 경주전개 직선 탄력 신승거둠,1,1
시종 후미권 직선 추입 5착 기록,5,0
중위권 전개 직선 끝걸음 이어가며 2착,2,1
선입 최선전개 직선 추격허용 밀려남,6,0
시종 중간후미 직선 탄력 추입 4착,4,0
시종 중간후미 직선 추격 허용,10,0
선입전개후 직선 탄력 신승거둠,1,1
선행 경주주도 직선 탄력 우승,1,1
출발 밀렸으나 직선 조금 나서는 모습,7,0
중위권 경주전개 큰변화 보이지는 못함,4,0
시종 후미권 직선 탄력 끝걸음 보임,6,0
시종후미 경주내내 후미,10,0
중간후미 경주내내 순위변동 보이지 못함,8,0
중간후미 맴돌았으나 직선 추입력 3착,3,0
중반후 격차좁히나 직선 추격 허용 4착,4,0
중위권 전개 직선 탄력 역전실패,2,1
중위권 경주전개 직선 끝걸음 5착,5,0
중위권 경주전개 직선 추격 허용 밀림,7,0
시종 후미권 직선 탄력 조금 올라섬,7,0
중위권 전개후 직선 탄력 추입 신승,1,1
중간후미 유지 직선 추입 나서며 2착,2,1
중위권 최선전개 직선 걸음 무뎌짐,10,0
중위권 경주전개 직선 무뎌져 최하위,11,0
밀며 중간후미 직선 탄력 4착,4,0
출발부터 밀리고 직선 추격 허용,9,0
시종 중간후미 직선 탄력 추입 4착,4,0
후미 직선 끝걸음이나 큰변화는 아님,8,0
출발 밀리는 모습 직선 큰변화 아님,6,0
중위권 유지 직선 탄력 역전실패 아쉬움,3,0
밀며 중간후미 직선 탄력 추입 우승,1,1
선입 최선전개 직선 덜미 4착 머뭄,4,0
선행 경주주도 직선 탄력 유지 우승,1,1
선입 최선 직선 걸음 무뎌져 후미처짐,10,0
선입 경주전후 직선 탄력 2착 선전,2,1
시종 후미권 직선 막판 조금 올라섬,6,0
시종 중간후미 직선 탄력 큰변화 아님,6,0
선입 전개후 직선 탄력 막판덜,3,0
4c이후 격차좁고 직선 탄력 2착,2,1
시종 후미권 직선 추입력 역전실패,2,1
경주능력부진 주행재검,11,0
선입 경주전개 직선 추격 허용 후미,10,0
중간후미 맴돌다 직선 걸음 밀려남,9,0
선행 경주주도 직선 덜미 3착 머뭄,3,0
시종 후미 직선 탄력 큰변화 아님,9,0
선입 전개 직선 탄력 2착선전,2,1
시종 후미권 경주막판 탄력보이며 올라섬,8,0
중간후미 직선 추입 역전실패,2,1
중반이후 밀리고 직선 덜미,7,0
선입 경주전개 직선 탄력 우승차지,1,1
중반이후 격차좁히나 큰변화 없음,7,0
중위권 유지해 나갔지만 직선 추격 허용,7,0
선입 최선전개 직선 추격 허용 5착,5,0
중위권 직선 탄력 이어가며 5착,5,0
시종 중간후미 경주내내 밋밋,8,0
시종 중간후미 직선 탄력 끝걸음 보여줌,5,0
선행 경주주도 직선 추격 허용 4착,4,0
직전 재추입 나서나 역전실패 아쉬움,3,0
선행 경주주도나 직선 추격 허용 처짐,5,0
밀며 중위권 직선 탄력 유지 2착,2,1
늦발이후 후미전개하다 직선 올라오는 모습보여,5,0
출발밀렸고 경주전개할수록 순위가 밀리는 모습보여줌,8,0
선행으로 경주를 주도했으나 직선 선두내주고 후착,2,1
후미전개이후 직선 추입력 발휘 3착 성공함,3,0
선입 최선전개나 직선주로 덜미잡혀 밀리는 모습,4,0
양호한 출발이후 3코너 밀렸으나 직선 추입력 발휘,1,1
선입권 전개하다 직선에서 선행마 덜미잡고 우승,1,1
외곽에서 순위좁혀 3-4코너이후 직선 선두나 막판 덜미,2,1
중반이후 격차좁히나 탄력발휘나 역전실패 아쉬움,2,1
후미출발이후 경주전개할수록 순위가 밀리는모습,10,0
주행심사: 폐출혈 발생 통산 1회,5,0
선행성공이나 3코너 선두내주고 순위밀리는 모습,5,0
중위권 최선전개나 직선 걸음 무뎌져 처짐,7,0
(뚝섬배)-출발밀렸고 시종 순위밀리는모습보여줌,10,0
후미권 전개하다 직선 걸음보이며 올라오는 모습,4,0
주행심사: 경주능력부진(1위마와 34.2 마신 차),9,0
(마주협)밀며 선행이나 직선 추격 허용해 처짐,6,0
후미권에서 시종 순위를 좁히며 올라와 막판 후착성공,2,1
주행심사: 경주능력부진(1위마와 32.2 마신차),11,0
중위권 공략이나 4코너에서 방해를 받으며 고전,10,0
중위권 공략이나 시종 강한모습을 보이지못해,5,0
시종 후미권을 벗어나지 못하고 따라감,11,0
늦출발이후 선행마 후미가담이나 이후 순위밀려 최하위,11,0
선행으로 경주를 주도했고 직선 후미와 격차벌려,1,1
(뚝섬배)-선행으로 경주를 주도했으나 직선 덜미잡혀,2,1
중위권 출발이나 시종 순위좁혀 후착성공함,2,1
중위권 전개하며 기회노렸으나 직선 지친모습,8,0
늦발이후 시종 후미전개했고 직선 조금올라옴,8,0
점프하며 늦출발이후 3-4코너 순위좁혔으나 직선밀려,7,0
중반이후 격차좁혔고 직선 탄력 유지하며 5착,5,0
(뚝섬배)-중위권 공략하며 순위도약 시도나 여의치않음,8,0
(마주협)출발부텨 밀며 전개나 직선 덜미잡히는 모습,10,0
시종 후미권을 벗어나지 못하고 따라감,7,0
중위권 전개하며 강공이나 막판 선두와 격차 못좁혀,5,0
(마주협)출발 아쉬우나 직선 탄력으로 추입 4착,4,0
(마주협)시종 후미권이나 직선 탄력으로 추입 3착,3,0
초반 출발시 방해를 받았고 직선 올라오나 입상실패,5,0
주행심사: 경주능력부진(1위마와 30.2 마신 차),8,0
시종 후미권에서 강한모습을 보이지못하고 따라감,6,0
선두권 후미공략이나 시종 강한모습을 못보여줌,6,0
후미권 이끌었고 직선 추입력 발휘나 3착 만족,3,0
선두권 압박하며 따라갔으나 직선 탄력이 떨어짐,6,0
후미권 이끌며 기회노렸으나 막판 격차 못좁혀,4,0
후미권 이끌었고 직선 걸음보이나 순위변동은 없어,6,0
선입 최선전개나 직선 걸음 무뎌지며 처짐,10,0
출발밀려 후미권 이끌었으나 순위좁히지못해,9,0
(뚝섬배)-시종 후미권에서 강한모습보이지못해,9,0
중위권 전개하며 순위도약 시도나 여의치않은 모습,8,0
선두권 압박이나 3-4코너 탄력이 떨어지며 밀려,6,0
선행으로 경주를 주도했으나 직선지치며 선두내주고 밀려,4,0
선행마 후미따르다 4코너 선두나 직선 선두내주고 밀려,9,0
(뚝섬배)-선두권 압박전개나 직선다소 지치며 밀려,6,0
착지불량이나 선행마 후미따라가며 후착성공,2,1
(마주협)시종 중위권에 직선에서도 덜미잡히는 모습,8,0
(뚝섬배)-초반 방해를 받으며 밀렸고 직선 올라오나 실패,5,0
출발양호나 경주중반 후미권으로 순위밀려 막판 고전,4,0
시종 후미권에서 강한모습을 보이지못해,7,0
출발밀렸고 시종 후미권을 벗어나지 못하고 통과,9,0
(마주협)중반 격차좁히며 탄력 발휘나 역전실패 아쉬움,2,1
외곽에서 순위좁혀 3코너 선행마 후미나 직선지친모습,10,0
선행마 후미권 따라가며 각축이나 막판 한발부족,3,0
중위권 전개하다 직선 3착성공이나 선두와는 격차,3,0
(마주협)중반이후 밀렸으나 경주막판 조금 올라섬,5,0
밀며 중위권 유지했지만 직선 걸음 무뎌져 처짐,9,0
출발도 밀렸고 시종 후미권으로 처지는 모습보여줌,9,0
초반 타마와 접촉하며 출발이후 직선 올라오며 3착,3,0
(마주협)시종 중간후미 맴돌았으나 직선 추격허용해 처짐,12,0
출발부터 밀렸고 직선 탄력보이나 역전실패 아쉬움,3,0
(마주협)선입 전개후 직선 탄력 유지하며 신승거둠,1,1
시종 후미권을 벗어나지 못하고 따라감,7,0
시종 후미전개하다 직선 추입력을 보여주며 우승,1,1
선두권 압바가다 직선막판 선행마 덜미잡고 우승,1,1
출발심사: 진입불량,3,0
선행마 후미권 공략이나 시종 순위좁히지못하고 통과,4,0
주의: 출발후 4코너까지 바깥으로 기댐,9,0
늦발이후 시종 후미권 전개함,8,0
시종 중간후미에 경주내내 큰변화 못보임,8,0
(마주협)시종 중간후미나 경주내내 큰변화 못보임,9,0
늦발이후 후미전개나 직선 걸음보여줌,4,0
선행마 후미출발후 3코너 선두나선후 여유있게 우승,1,1
(마주협)시종 후미권에 직선에서도 덜미잡혀 밀림,14,0
(뚝섬배)-중위권 전개하다 직선 순위좁혔으나 입상실패,4,0
과태금: 결승선 직선주로 채찍 과다사용,6,0
후미전개하다 직선 선두권 후미나 막판 밀리는 모습,4,0
출발밀렸으나 시종 순위를 좁히며 올라와 후착성공,2,1
(마주협)출발부터 밀렸고 직선 걸음 무뎌져 최하위,15,0
출발은 좋았으나 3코너이후 탄력이 떨어지며 후미로,11,0
선행마 후미각축이나 3-4코너이후 직선 밀려,7,0
중위권 강공이나 직선지치며 후미로 처짐,10,0
후미권에서 시종 순위를 좁히며 올라와 3착성공,3,0
중위권 유지했지만 직선 걸음 무뎌져 최하위,11,0
선입 최선전개나 직선주로 추격 허용해 밀려남,6,0
늦발이후 시종 후미권 전개했고 직선 못올라옴,8,0
밀며 선두후미 나섰고 직선 격차벌이며 우승,1,1
후미전개하다 직선 추입력 발휘 막판 우승각축,2,1
선두권 후미출발이나 경주전개할수록 순위밀리는 모습,6,0
초반 방해를 받으며 밀렸고 직선 올라와 3착성공,3,0
시종 후미에 직선 양호한 걸음이나 큰변화는 아님,8,0
시종 중간후미 머물다 직선 추입이나 역전엔 실패,4,0
늦은 출발에 양호한 탄력이나 큰변화는 아님,9,0
외곽에서 순위좁혀 3코너 선두부상이나 직선지치며 밀려,4,0
선행으로 경주주도나 직선 덜미잡혀 2착만족,2,1
선입권 전개하다 직선 선두부상후 여유승,1,1
선행마 각축이나 4코너에서 방해를 받으며 고전,7,0
(뚝섬배)-선두권 압박하며 기회노렸으나 직선지친모습,7,0
선입 최선전개 직선 걸음 무뎌짐,7,0
중반이후 밀렸고 직선 역전엔 실패,4,0
시종 후미 직선 양호한 탄력 끝걸음,7,0
중간후미 유지 직선 탄력 3착,3,0
시종 중간후미 직선 추입력며 2착,2,1
중위권 경주전개 큰변화 못보임,5,0
중반이후 밀렸고 걸음 무뎌져 후미,10,0
시종 후미 머물렀지만 직선 추입,4,0
늦발에 경주내내 후미,10,0
시종 후미 큰변화 보이지 못함,9,0
중반후 밀렸고 큰변화 보이지 못함,6,0
늦발에 직선 탄력이나 큰변화는 아님,9,0
폐출혈 2회 재검 및 정지 2개월,11,0
시종 중간후미 큰변화 못보임,7,0
시종 중간후미 큰변화 보이지 못함,7,0
선입전개 직선 끈기 보이며 신승거둠,1,1
출발밀렸으나 직선 추입력 보이며 4착,4,0
중간후미 유지 직선 추입 2착,2,1
선입 전개 직선 탄력 우승,1,1
중반이후 밀렸고 직선 걸음 무뎌짐,10,0
중반이후 격차좁혔고 탄력 유지 모습,6,0
선입 최선전대 직선 걸음 무뎌짐,6,0
시종 후미권 직선 탄력 끝걸음,6,0
늦발에 경주내내 후미,10,0
중위권 전개후 직선 끝걸음 보임,3,0
밀며 선두 직선 격차벌이며 우승,1,1
선입 전개후 직선 탄력 우승,1,1
중위권 최선전개 직선 걸음 무뎌짐,9,0
중위권 유지 경주내내 큰변화 없음,5,0
중위권 최선 직선 추격 허용 처짐,8,0
진입불량 출발재검,3,0
시종 후미권 직선 추입력 보이며 3착,3,0
밀며 중간후미 직선 더 올라섬,6,0
중간후미 직선 추입 나서며 3착,3,0
선입 최선전개 경주막판 덜미 3착,3,0
출발 밀리고 경주막판 조금 나섬,9,0
시종 중위권 직선 최하위에 처짐,11,0
중반이후 격차좁히나 역전실패,2,1
중위권 유지 직선 탄력 2착선전,2,1
시종 후미 머물다 직선 추입력 4착,4,0
